cod_prov,cod_muni,municipio,year,population
,,Arañuel. Total. Total habitantes. Personas. ,2020,151.0
,,Arañuel. Hombres. Total habitantes. Personas. ,2024,90.0
,,Arañuel. Hombres. Total habitantes. Personas. ,2023,91.0
,,Arañuel. Hombres. Total habitantes. Personas. ,2022,85.0
,,Arañuel. Hombres. Total habitantes. Personas. ,2021,82.0
,,Arañuel. Hombres. Total habitantes. Personas. ,2020,80.0
,,Arañuel. Mujeres. Total habitantes. Personas. ,2024,69.0
,,Arañuel. Mujeres. Total habitantes. Personas. ,2023,74.0
,,Arañuel. Mujeres. Total habitantes. Personas. ,2022,77.0
,,Arañuel. Mujeres. Total habitantes. Personas. ,2021,70.0
,,Arañuel. Mujeres. Total habitantes. Personas. ,2020,71.0
,,Arapiles. Total. Total habitantes. Personas. ,2024,739.0
,,Arapiles. Total. Total habitantes. Personas. ,2023,725.0
,,Arapiles. Total. Total habitantes. Personas. ,2022,693.0
,,Arapiles. Total. Total habitantes. Personas. ,2021,669.0
,,Arapiles. Total. Total habitantes. Personas. ,2020,651.0
,,Arapiles. Hombres. Total habitantes. Personas. ,2024,400.0
,,Arapiles. Hombres. Total habitantes. Personas. ,2023,393.0
,,Arapiles. Hombres. Total habitantes. Personas. ,2022,371.0
,,Arapiles. Hombres. Total habitantes. Personas. ,2021,363.0
,,Arapiles. Hombres. Total habitantes. Personas. ,2020,352.0
,,Arapiles. Mujeres. Total habitantes. Personas. ,2024,339.0
,,Arapiles. Mujeres. Total habitantes. Personas. ,2023,332.0
,,Arapiles. Mujeres. Total habitantes. Personas. ,2022,322.0
,,Arapiles. Mujeres. Total habitantes. Personas. ,2021,306.0
,,Arapiles. Mujeres. Total habitantes. Personas. ,2020,299.0
,,Aras. Total. Total habitantes. Personas. ,2024,155.0
,,Aras. Total. Total habitantes. Personas. ,2023,148.0
,,Aras. Total. Total habitantes. Personas. ,2022,154.0
,,Aras. Total. Total habitantes. Personas. ,2021,153.0
,,Aras. Total. Total habitantes. Personas. ,2020,147.0
,,Aras. Hombres. Total habitantes. Personas. ,2024,80.0
,,Aras. Hombres. Total habitantes. Personas. ,2023,78.0
,,Aras. Hombres. Total habitantes. Personas. ,2022,83.0
,,Aras. Hombres. Total habitantes. Personas. ,2021,81.0
,,Aras. Hombres. Total habitantes. Personas. ,2020,79.0
,,Aras. Mujeres. Total habitantes. Personas. ,2024,75.0
,,Aras. Mujeres. Total habitantes. Personas. ,2023,70.0
,,Aras. Mujeres. Total habitantes. Personas. ,2022,71.0
,,Aras. Mujeres. Total habitantes. Personas. ,2021,72.0
,,Aras. Mujeres. Total habitantes. Personas. ,2020,68.0
,,Aras de los Olmos. Total. Total habitantes. Personas. ,2024,392.0
,,Aras de los Olmos. Total. Total habitantes. Personas. ,2023,381.0
,,Aras de los Olmos. Total. Total habitantes. Personas. ,2022,380.0
,,Aras de los Olmos. Total. Total habitantes. Personas. ,2021,374.0
,,Aras de los Olmos. Total. Total habitantes. Personas. ,2020,359.0
,,Aras de los Olmos. Hombres. Total habitantes. Personas. ,2024,223.0
,,Aras de los Olmos. Hombres. Total habitantes. Personas. ,2023,213.0
,,Aras de los Olmos. Hombres. Total habitantes. Personas. ,2022,219.0
,,Aras de los Olmos. Hombres. Total habitantes. Personas. ,2021,215.0
,,Aras de los Olmos. Hombres. Total habitantes. Personas. ,2020,205.0
,,Aras de los Olmos. Mujeres. Total habitantes. Personas. ,2024,169.0
,,Aras de los Olmos. Mujeres. Total habitantes. Personas. ,2023,168.0
,,Aras de los Olmos. Mujeres. Total habitantes. Personas. ,2022,161.0
,,Aras de los Olmos. Mujeres. Total habitantes. Personas. ,2021,159.0
,,Aras de los Olmos. Mujeres. Total habitantes. Personas. ,2020,154.0
,,Arauzo de Miel. Total. Total habitantes. Personas. ,2024,274.0
,,Arauzo de Miel. Total. Total habitantes. Personas. ,2023,276.0
,,Arauzo de Miel. Total. Total habitantes. Personas. ,2022,278.0
,,Arauzo de Miel. Total. Total habitantes. Personas. ,2021,288.0
,,Arauzo de Miel. Total. Total habitantes. Personas. ,2020,306.0
,,Arauzo de Miel. Hombres. Total habitantes. Personas. ,2024,154.0
,,Arauzo de Miel. Hombres. Total habitantes. Personas. ,2023,152.0
,,Arauzo de Miel. Hombres. Total habitantes. Personas. ,2022,156.0
,,Arauzo de Miel. Hombres. Total habitantes. Personas. ,2021,162.0
,,Arauzo de Miel. Hombres. Total habitantes. Personas. ,2020,171.0
,,Arauzo de Miel. Mujeres. Total habitantes. Personas. ,2024,120.0
,,Arauzo de Miel. Mujeres. Total habitantes. Personas. ,2023,124.0
,,Arauzo de Miel. Mujeres. Total habitantes. Personas. ,2022,122.0
,,Arauzo de Miel. Mujeres. Total habitantes. Personas. ,2021,126.0
,,Arauzo de Miel. Mujeres. Total habitantes. Personas. ,2020,135.0
,,Arauzo de Salce. Total. Total habitantes. Personas. ,2024,46.0
,,Arauzo de Salce. Total. Total habitantes. Personas. ,2023,48.0
,,Arauzo de Salce. Total. Total habitantes. Personas. ,2022,46.0
,,Arauzo de Salce. Total. Total habitantes. Personas. ,2021,47.0
,,Arauzo de Salce. Total. Total habitantes. Personas. ,2020,54.0
,,Arauzo de Salce. Hombres. Total habitantes. Personas. ,2024,22.0
,,Arauzo de Salce. Hombres. Total habitantes. Personas. ,2023,24.0
,,Arauzo de Salce. Hombres. Total habitantes. Personas. ,2022,26.0
,,Arauzo de Salce. Hombres. Total habitantes. Personas. ,2021,27.0
,,Arauzo de Salce. Hombres. Total habitantes. Personas. ,2020,31.0
,,Arauzo de Salce. Mujeres. Total habitantes. Personas. ,2024,24.0
,,Arauzo de Salce. Mujeres. Total habitantes. Personas. ,2023,24.0
,,Arauzo de Salce. Mujeres. Total habitantes. Personas. ,2022,20.0
,,Arauzo de Salce. Mujeres. Total habitantes. Personas. ,2021,20.0
,,Arauzo de Salce. Mujeres. Total habitantes. Personas. ,2020,23.0
,,Arauzo de Torre. Total. Total habitantes. Personas. ,2024,61.0
,,Arauzo de Torre. Total. Total habitantes. Personas. ,2023,64.0
,,Arauzo de Torre. Total. Total habitantes. Personas. ,2022,74.0
,,Arauzo de Torre. Total. Total habitantes. Personas. ,2021,71.0
,,Arauzo de Torre. Total. Total habitantes. Personas. ,2020,77.0
,,Arauzo de Torre. Hombres. Total habitantes. Personas. ,2024,36.0
,,Arauzo de Torre. Hombres. Total habitantes. Personas. ,2023,39.0
,,Arauzo de Torre. Hombres. Total habitantes. Personas. ,2022,46.0
,,Arauzo de Torre. Hombres. Total habitantes. Personas. ,2021,44.0
,,Arauzo de Torre. Hombres. Total habitantes. Personas. ,2020,46.0
,,Arauzo de Torre. Mujeres. Total habitantes. Personas. ,2024,25.0
,,Arauzo de Torre. Mujeres. Total habitantes. Personas. ,2023,25.0
,,Arauzo de Torre. Mujeres. Total habitantes. Personas. ,2022,28.0
,,Arauzo de Torre. Mujeres. Total habitantes. Personas. ,2021,27.0
,,Arauzo de Torre. Mujeres. Total habitantes. Personas. ,2020,31.0
,,Arbancón. Total. Total habitantes. Personas. ,2024,146.0
,,Arbancón. Total. Total habitantes. Personas. ,2023,145.0
,,Arbancón. Total. Total habitantes. Personas. ,2022,145.0
,,Arbancón. Total. Total habitantes. Personas. ,2021,139.0
,,Arbancón. Total. Total habitantes. Personas. ,2020,149.0
,,Arbancón. Hombres. Total habitantes. Personas. ,2024,83.0
,,Arbancón. Hombres. Total habitantes. Personas. ,2023,84.0
,,Arbancón. Hombres. Total habitantes. Personas. ,2022,86.0
,,Arbancón. Hombres. Total habitantes. Personas. ,2021,82.0
,,Arbancón. Hombres. Total habitantes. Personas. ,2020,88.0
,,Arbancón. Mujeres. Total habitantes. Personas. ,2024,63.0
,,Arbancón. Mujeres. Total habitantes. Personas. ,2023,61.0
,,Arbancón. Mujeres. Total habitantes. Personas. ,2022,59.0
,,Arbancón. Mujeres. Total habitantes. Personas. ,2021,57.0
,,Arbancón. Mujeres. Total habitantes. Personas. ,2020,61.0
,,Arbeca. Total. Total habitantes. Personas. ,2024,2081.0
,,Arbeca. Total. Total habitantes. Personas. ,2023,2109.0
,,Arbeca. Total. Total habitantes. Personas. ,2022,2100.0
,,Arbeca. Total. Total habitantes. Personas. ,2021,2141.0
,,Arbeca. Total. Total habitantes. Personas. ,2020,2126.0
,,Arbeca. Hombres. Total habitantes. Personas. ,2024,1055.0
,,Arbeca. Hombres. Total habitantes. Personas. ,2023,1078.0
,,Arbeca. Hombres. Total habitantes. Personas. ,2022,1089.0
,,Arbeca. Hombres. Total habitantes. Personas. ,2021,1114.0
,,Arbeca. Hombres. Total habitantes. Personas. ,2020,1101.0
,,Arbeca. Mujeres. Total habitantes. Personas. ,2024,1026.0
,,Arbeca. Mujeres. Total habitantes. Personas. ,2023,1031.0
,,Arbeca. Mujeres. Total habitantes. Personas. ,2022,1011.0
,,Arbeca. Mujeres. Total habitantes. Personas. ,2021,1027.0
,,Arbeca. Mujeres. Total habitantes. Personas. ,2020,1025.0
,,Arbeteta. Total. Total habitantes. Personas. ,2024,16.0
,,Arbeteta. Total. Total habitantes. Personas. ,2023,19.0
,,Arbeteta. Total. Total habitantes. Personas. ,2022,19.0
,,Arbeteta. Total. Total habitantes. Personas. ,2021,20.0
,,Arbeteta. Total. Total habitantes. Personas. ,2020,20.0
,,Arbeteta. Hombres. Total habitantes. Personas. ,2024,13.0
,,Arbeteta. Hombres. Total habitantes. Personas. ,2023,15.0
,,Arbeteta. Hombres. Total habitantes. Personas. ,2022,15.0
,,Arbeteta. Hombres. Total habitantes. Personas. ,2021,16.0
,,Arbeteta. Hombres. Total habitantes. Personas. ,2020,15.0
,,Arbeteta. Mujeres. Total habitantes. Personas. ,2024,3.0
,,Arbeteta. Mujeres. Total habitantes. Personas. ,2023,4.0
,,Arbeteta. Mujeres. Total habitantes. Personas. ,2022,4.0
,,Arbeteta. Mujeres. Total habitantes. Personas. ,2021,4.0
,,Arbeteta. Mujeres. Total habitantes. Personas. ,2020,5.0
,,Arbizu. Total. Total habitantes. Personas. ,2024,1108.0
,,Arbizu. Total. Total habitantes. Personas. ,2023,1126.0
,,Arbizu. Total. Total habitantes. Personas. ,2022,1124.0
,,Arbizu. Total. Total habitantes. Personas. ,2021,1113.0
,,Arbizu. Total. Total habitantes. Personas. ,2020,1109.0
,,Arbizu. Hombres. Total habitantes. Personas. ,2024,585.0
,,Arbizu. Hombres. Total habitantes. Personas. ,2023,590.0
,,Arbizu. Hombres. Total habitantes. Personas. ,2022,590.0
,,Arbizu. Hombres. Total habitantes. Personas. ,2021,581.0
,,Arbizu. Hombres. Total habitantes. Personas. ,2020,579.0
,,Arbizu. Mujeres. Total habitantes. Personas. ,2024,523.0
,,Arbizu. Mujeres. Total habitantes. Personas. ,2023,536.0
,,Arbizu. Mujeres. Total habitantes. Personas. ,2022,534.0
,,Arbizu. Mujeres. Total habitantes. Personas. ,2021,532.0
,,Arbizu. Mujeres. Total habitantes. Personas. ,2020,530.0
,,Arbo. Total. Total habitantes. Personas. ,2024,2636.0
,,Arbo. Total. Total habitantes. Personas. ,2023,2647.0
,,Arbo. Total. Total habitantes. Personas. ,2022,2622.0
,,Arbo. Total. Total habitantes. Personas. ,2021,2599.0
,,Arbo. Total. Total habitantes. Personas. ,2020,2576.0
,,Arbo. Hombres. Total habitantes. Personas. ,2024,1362.0
,,Arbo. Hombres. Total habitantes. Personas. ,2023,1367.0
,,Arbo. Hombres. Total habitantes. Personas. ,2022,1362.0
,,Arbo. Hombres. Total habitantes. Personas. ,2021,1350.0
,,Arbo. Hombres. Total habitantes. Personas. ,2020,1335.0
,,Arbo. Mujeres. Total habitantes. Personas. ,2024,1274.0
,,Arbo. Mujeres. Total habitantes. Personas. ,2023,1280.0
,,Arbo. Mujeres. Total habitantes. Personas. ,2022,1260.0
,,Arbo. Mujeres. Total habitantes. Personas. ,2021,1249.0
,,Arbo. Mujeres. Total habitantes. Personas. ,2020,1241.0
,,"Arboç, L'. Total. Total habitantes. Personas. ",2024,5758.0
,,"Arboç, L'. Total. Total habitantes. Personas. ",2023,5713.0
,,"Arboç, L'. Total. Total habitantes. Personas. ",2022,5604.0
,,"Arboç, L'. Total. Total habitantes. Personas. ",2021,5625.0
,,"Arboç, L'. Total. Total habitantes. Personas. ",2020,5609.0
,,"Arboç, L'. Hombres. Total habitantes. Personas. ",2024,2928.0
,,"Arboç, L'. Hombres. Total habitantes. Personas. ",2023,2902.0
,,"Arboç, L'. Hombres. Total habitantes. Personas. ",2022,2852.0
,,"Arboç, L'. Hombres. Total habitantes. Personas. ",2021,2886.0
,,"Arboç, L'. Hombres. Total habitantes. Personas. ",2020,2881.0
,,"Arboç, L'. Mujeres. Total habitantes. Personas. ",2024,2830.0
,,"Arboç, L'. Mujeres. Total habitantes. Personas. ",2023,2811.0
,,"Arboç, L'. Mujeres. Total habitantes. Personas. ",2022,2752.0
,,"Arboç, L'. Mujeres. Total habitantes. Personas. ",2021,2739.0
,,"Arboç, L'. Mujeres. Total habitantes. Personas. ",2020,2728.0
,,Arboleas. Total. Total habitantes. Personas. ,2024,4319.0
,,Arboleas. Total. Total habitantes. Personas. ,2023,4439.0
,,Arboleas. Total. Total habitantes. Personas. ,2022,4532.0
,,Arboleas. Total. Total habitantes. Personas. ,2021,4685.0
,,Arboleas. Total. Total habitantes. Personas. ,2020,4624.0
,,Arboleas. Hombres. Total habitantes. Personas. ,2024,2172.0
,,Arboleas. Hombres. Total habitantes. Personas. ,2023,2201.0
,,Arboleas. Hombres. Total habitantes. Personas. ,2022,2267.0
,,Arboleas. Hombres. Total habitantes. Personas. ,2021,2356.0
,,Arboleas. Hombres. Total habitantes. Personas. ,2020,2309.0
,,Arboleas. Mujeres. Total habitantes. Personas. ,2024,2147.0
,,Arboleas. Mujeres. Total habitantes. Personas. ,2023,2238.0
,,Arboleas. Mujeres. Total habitantes. Personas. ,2022,2265.0
,,Arboleas. Mujeres. Total habitantes. Personas. ,2021,2329.0
,,Arboleas. Mujeres. Total habitantes. Personas. ,2020,2315.0
,,Arbolí. Total. Total habitantes. Personas. ,2024,129.0
,,Arbolí. Total. Total habitantes. Personas. ,2023,129.0
,,Arbolí. Total. Total habitantes. Personas. ,2022,122.0
,,Arbolí. Total. Total habitantes. Personas. ,2021,126.0
,,Arbolí. Total. Total habitantes. Personas. ,2020,127.0
,,Arbolí. Hombres. Total habitantes. Personas. ,2024,76.0
,,Arbolí. Hombres. Total habitantes. Personas. ,2023,79.0
,,Arbolí. Hombres. Total habitantes. Personas. ,2022,74.0
,,Arbolí. Hombres. Total habitantes. Personas. ,2021,76.0
,,Arbolí. Hombres. Total habitantes. Personas. ,2020,74.0
,,Arbolí. Mujeres. Total habitantes. Personas. ,2024,53.0
,,Arbolí. Mujeres. Total habitantes. Personas. ,2023,50.0
,,Arbolí. Mujeres. Total habitantes. Personas. ,2022,48.0
,,Arbolí. Mujeres. Total habitantes. Personas. ,2021,50.0
,,Arbolí. Mujeres. Total habitantes. Personas. ,2020,53.0
,,Arbúcies. Total. Total habitantes. Personas. ,2024,6574.0
,,Arbúcies. Total. Total habitantes. Personas. ,2023,6531.0
,,Arbúcies. Total. Total habitantes. Personas. ,2022,6474.0
,,Arbúcies. Total. Total habitantes. Personas. ,2021,6507.0
,,Arbúcies. Total. Total habitantes. Personas. ,2020,6608.0
,,Arbúcies. Hombres. Total habitantes. Personas. ,2024,3379.0
,,Arbúcies. Hombres. Total habitantes. Personas. ,2023,3349.0
,,Arbúcies. Hombres. Total habitantes. Personas. ,2022,3335.0
,,Arbúcies. Hombres. Total habitantes. Personas. ,2021,3355.0
,,Arbúcies. Hombres. Total habitantes. Personas. ,2020,3416.0
,,Arbúcies. Mujeres. Total habitantes. Personas. ,2024,3195.0
,,Arbúcies. Mujeres. Total habitantes. Personas. ,2023,3182.0
,,Arbúcies. Mujeres. Total habitantes. Personas. ,2022,3139.0
,,Arbúcies. Mujeres. Total habitantes. Personas. ,2021,3152.0
,,Arbúcies. Mujeres. Total habitantes. Personas. ,2020,3192.0
,,Arcas. Total. Total habitantes. Personas. ,2024,2264.0
,,Arcas. Total. Total habitantes. Personas. ,2023,2094.0
,,Arcas. Total. Total habitantes. Personas. ,2022,1994.0
,,Arcas. Total. Total habitantes. Personas. ,2021,1867.0
,,Arcas. Total. Total habitantes. Personas. ,2020,1775.0
,,Arcas. Hombres. Total habitantes. Personas. ,2024,1147.0
,,Arcas. Hombres. Total habitantes. Personas. ,2023,1059.0
,,Arcas. Hombres. Total habitantes. Personas. ,2022,998.0
,,Arcas. Hombres. Total habitantes. Personas. ,2021,932.0
,,Arcas. Hombres. Total habitantes. Personas. ,2020,894.0
,,Arcas. Mujeres. Total habitantes. Personas. ,2024,1117.0
,,Arcas. Mujeres. Total habitantes. Personas. ,2023,1035.0
,,Arcas. Mujeres. Total habitantes. Personas. ,2022,996.0
,,Arcas. Mujeres. Total habitantes. Personas. ,2021,935.0
,,Arcas. Mujeres. Total habitantes. Personas. ,2020,881.0
,,Arce/Artzi. Total. Total habitantes. Personas. ,2024,301.0
,,Arce/Artzi. Total. Total habitantes. Personas. ,2023,296.0
,,Arce/Artzi. Total. Total habitantes. Personas. ,2022,278.0
,,Arce/Artzi. Total. Total habitantes. Personas. ,2021,253.0
,,Arce/Artzi. Total. Total habitantes. Personas. ,2020,262.0
,,Arce/Artzi. Hombres. Total habitantes. Personas. ,2024,165.0
,,Arce/Artzi. Hombres. Total habitantes. Personas. ,2023,164.0
,,Arce/Artzi. Hombres. Total habitantes. Personas. ,2022,155.0
,,Arce/Artzi. Hombres. Total habitantes. Personas. ,2021,142.0
,,Arce/Artzi. Hombres. Total habitantes. Personas. ,2020,142.0
,,Arce/Artzi. Mujeres. Total habitantes. Personas. ,2024,136.0
,,Arce/Artzi. Mujeres. Total habitantes. Personas. ,2023,132.0
,,Arce/Artzi. Mujeres. Total habitantes. Personas. ,2022,123.0
,,Arce/Artzi. Mujeres. Total habitantes. Personas. ,2021,111.0
,,Arce/Artzi. Mujeres. Total habitantes. Personas. ,2020,120.0
,,Arcediano. Total. Total habitantes. Personas. ,2024,96.0
,,Arcediano. Total. Total habitantes. Personas. ,2023,100.0
,,Arcediano. Total. Total habitantes. Personas. ,2022,97.0
,,Arcediano. Total. Total habitantes. Personas. ,2021,96.0
,,Arcediano. Total. Total habitantes. Personas. ,2020,95.0
,,Arcediano. Hombres. Total habitantes. Personas. ,2024,52.0
,,Arcediano. Hombres. Total habitantes. Personas. ,2023,53.0
,,Arcediano. Hombres. Total habitantes. Personas. ,2022,50.0
,,Arcediano. Hombres. Total habitantes. Personas. ,2021,49.0
,,Arcediano. Hombres. Total habitantes. Personas. ,2020,48.0
,,Arcediano. Mujeres. Total habitantes. Personas. ,2024,44.0
,,Arcediano. Mujeres. Total habitantes. Personas. ,2023,47.0
,,Arcediano. Mujeres. Total habitantes. Personas. ,2022,47.0
,,Arcediano. Mujeres. Total habitantes. Personas. ,2021,47.0
,,Arcediano. Mujeres. Total habitantes. Personas. ,2020,47.0
,,Arcenillas. Total. Total habitantes. Personas. ,2024,448.0
,,Arcenillas. Total. Total habitantes. Personas. ,2023,448.0
,,Arcenillas. Total. Total habitantes. Personas. ,2022,447.0
,,Arcenillas. Total. Total habitantes. Personas. ,2021,429.0
,,Arcenillas. Total. Total habitantes. Personas. ,2020,428.0
,,Arcenillas. Hombres. Total habitantes. Personas. ,2024,229.0
,,Arcenillas. Hombres. Total habitantes. Personas. ,2023,227.0
,,Arcenillas. Hombres. Total habitantes. Personas. ,2022,223.0
,,Arcenillas. Hombres. Total habitantes. Personas. ,2021,223.0
,,Arcenillas. Hombres. Total habitantes. Personas. ,2020,220.0
,,Arcenillas. Mujeres. Total habitantes. Personas. ,2024,219.0
,,Arcenillas. Mujeres. Total habitantes. Personas. ,2023,221.0
,,Arcenillas. Mujeres. Total habitantes. Personas. ,2022,224.0
,,Arcenillas. Mujeres. Total habitantes. Personas. ,2021,206.0
,,Arcenillas. Mujeres. Total habitantes. Personas. ,2020,208.0
,,Archena. Total. Total habitantes. Personas. ,2024,20976.0
,,Archena. Total. Total habitantes. Personas. ,2023,20110.0
,,Archena. Total. Total habitantes. Personas. ,2022,19622.0
,,Archena. Total. Total habitantes. Personas. ,2021,19500.0
,,Archena. Total. Total habitantes. Personas. ,2020,19428.0
,,Archena. Hombres. Total habitantes. Personas. ,2024,11121.0
,,Archena. Hombres. Total habitantes. Personas. ,2023,10546.0
,,Archena. Hombres. Total habitantes. Personas. ,2022,10290.0
,,Archena. Hombres. Total habitantes. Personas. ,2021,10221.0
,,Archena. Hombres. Total habitantes. Personas. ,2020,10205.0
,,Archena. Mujeres. Total habitantes. Personas. ,2024,9855.0
,,Archena. Mujeres. Total habitantes. Personas. ,2023,9564.0
,,Archena. Mujeres. Total habitantes. Personas. ,2022,9332.0
,,Archena. Mujeres. Total habitantes. Personas. ,2021,9279.0
,,Archena. Mujeres. Total habitantes. Personas. ,2020,9223.0
,,Árchez. Total. Total habitantes. Personas. ,2024,411.0
,,Árchez. Total. Total habitantes. Personas. ,2023,391.0
,,Árchez. Total. Total habitantes. Personas. ,2022,396.0
,,Árchez. Total. Total habitantes. Personas. ,2021,398.0
,,Árchez. Total. Total habitantes. Personas. ,2020,385.0
