cod_prov,cod_muni,municipio,year,population
,,Monachil. Mujeres. Total habitantes. Personas. ,2024,4250.0
,,Monasterio. Total. Total habitantes. Personas. ,2024,15.0
,,Monasterio. Hombres. Total habitantes. Personas. ,2024,7.0
,,Monasterio. Mujeres. Total habitantes. Personas. ,2024,8.0
,,Monasterio de la Sierra. Total. Total habitantes. Personas. ,2024,40.0
,,Monasterio de la Sierra. Hombres. Total habitantes. Personas. ,2024,27.0
,,Monasterio de la Sierra. Mujeres. Total habitantes. Personas. ,2024,13.0
,,Monasterio de Rodilla. Total. Total habitantes. Personas. ,2024,169.0
,,Monasterio de Rodilla. Hombres. Total habitantes. Personas. ,2024,95.0
,,Monasterio de Rodilla. Mujeres. Total habitantes. Personas. ,2024,74.0
,,Monasterio de Vega. Total. Total habitantes. Personas. ,2024,79.0
,,Monasterio de Vega. Hombres. Total habitantes. Personas. ,2024,43.0
,,Monasterio de Vega. Mujeres. Total habitantes. Personas. ,2024,36.0
,,Moncada. Total. Total habitantes. Personas. ,2024,21993.0
,,Moncada. Hombres. Total habitantes. Personas. ,2024,10640.0
,,Moncada. Mujeres. Total habitantes. Personas. ,2024,11353.0
,,Moncalvillo. Total. Total habitantes. Personas. ,2024,76.0
,,Moncalvillo. Hombres. Total habitantes. Personas. ,2024,43.0
,,Moncalvillo. Mujeres. Total habitantes. Personas. ,2024,33.0
,,Moncofa. Total. Total habitantes. Personas. ,2024,8011.0
,,Moncofa. Hombres. Total habitantes. Personas. ,2024,4078.0
,,Moncofa. Mujeres. Total habitantes. Personas. ,2024,3933.0
,,Monda. Total. Total habitantes. Personas. ,2024,2981.0
,,Monda. Hombres. Total habitantes. Personas. ,2024,1547.0
,,Monda. Mujeres. Total habitantes. Personas. ,2024,1434.0
,,Mondariz. Total. Total habitantes. Personas. ,2024,4425.0
,,Mondariz. Hombres. Total habitantes. Personas. ,2024,2198.0
,,Mondariz. Mujeres. Total habitantes. Personas. ,2024,2227.0
,,Mondariz-Balneario. Total. Total habitantes. Personas. ,2024,711.0
,,Mondariz-Balneario. Hombres. Total habitantes. Personas. ,2024,358.0
,,Mondariz-Balneario. Mujeres. Total habitantes. Personas. ,2024,353.0
,,Mondéjar. Total. Total habitantes. Personas. ,2024,2900.0
,,Mondéjar. Hombres. Total habitantes. Personas. ,2024,1502.0
,,Mondéjar. Mujeres. Total habitantes. Personas. ,2024,1398.0
,,Mondoñedo. Total. Total habitantes. Personas. ,2024,3352.0
,,Mondoñedo. Hombres. Total habitantes. Personas. ,2024,1593.0
,,Mondoñedo. Mujeres. Total habitantes. Personas. ,2024,1759.0
,,Monegrillo. Total. Total habitantes. Personas. ,2024,380.0
,,Monegrillo. Hombres. Total habitantes. Personas. ,2024,210.0
,,Monegrillo. Mujeres. Total habitantes. Personas. ,2024,170.0
,,Monesma y Cajigar. Total. Total habitantes. Personas. ,2024,69.0
,,Monesma y Cajigar. Hombres. Total habitantes. Personas. ,2024,37.0
,,Monesma y Cajigar. Mujeres. Total habitantes. Personas. ,2024,32.0
,,Monesterio. Total. Total habitantes. Personas. ,2024,4230.0
,,Monesterio. Hombres. Total habitantes. Personas. ,2024,2143.0
,,Monesterio. Mujeres. Total habitantes. Personas. ,2024,2087.0
,,Moneva. Total. Total habitantes. Personas. ,2024,118.0
,,Moneva. Hombres. Total habitantes. Personas. ,2024,72.0
,,Moneva. Mujeres. Total habitantes. Personas. ,2024,46.0
,,Monfarracinos. Total. Total habitantes. Personas. ,2024,995.0
,,Monfarracinos. Hombres. Total habitantes. Personas. ,2024,514.0
,,Monfarracinos. Mujeres. Total habitantes. Personas. ,2024,481.0
,,Monfero. Total. Total habitantes. Personas. ,2024,1818.0
,,Monfero. Hombres. Total habitantes. Personas. ,2024,917.0
,,Monfero. Mujeres. Total habitantes. Personas. ,2024,901.0
,,Monflorite-Lascasas. Total. Total habitantes. Personas. ,2024,490.0
,,Monflorite-Lascasas. Hombres. Total habitantes. Personas. ,2024,260.0
,,Monflorite-Lascasas. Mujeres. Total habitantes. Personas. ,2024,230.0
,,Monforte de la Sierra. Total. Total habitantes. Personas. ,2024,53.0
,,Monforte de la Sierra. Hombres. Total habitantes. Personas. ,2024,25.0
,,Monforte de la Sierra. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Monforte de Lemos. Total. Total habitantes. Personas. ,2024,18560.0
,,Monforte de Lemos. Hombres. Total habitantes. Personas. ,2024,8792.0
,,Monforte de Lemos. Mujeres. Total habitantes. Personas. ,2024,9768.0
,,Monforte de Moyuela. Total. Total habitantes. Personas. ,2024,75.0
,,Monforte de Moyuela. Hombres. Total habitantes. Personas. ,2024,50.0
,,Monforte de Moyuela. Mujeres. Total habitantes. Personas. ,2024,25.0
,,Monforte del Cid. Total. Total habitantes. Personas. ,2024,8967.0
,,Monforte del Cid. Hombres. Total habitantes. Personas. ,2024,4637.0
,,Monforte del Cid. Mujeres. Total habitantes. Personas. ,2024,4330.0
,,Monistrol de Calders. Total. Total habitantes. Personas. ,2024,761.0
,,Monistrol de Calders. Hombres. Total habitantes. Personas. ,2024,405.0
,,Monistrol de Calders. Mujeres. Total habitantes. Personas. ,2024,356.0
,,Monistrol de Montserrat. Total. Total habitantes. Personas. ,2024,3198.0
,,Monistrol de Montserrat. Hombres. Total habitantes. Personas. ,2024,1657.0
,,Monistrol de Montserrat. Mujeres. Total habitantes. Personas. ,2024,1541.0
,,Monleón. Total. Total habitantes. Personas. ,2024,85.0
,,Monleón. Hombres. Total habitantes. Personas. ,2024,51.0
,,Monleón. Mujeres. Total habitantes. Personas. ,2024,34.0
,,Monleras. Total. Total habitantes. Personas. ,2024,245.0
,,Monleras. Hombres. Total habitantes. Personas. ,2024,122.0
,,Monleras. Mujeres. Total habitantes. Personas. ,2024,123.0
,,Monòver/Monóvar. Total. Total habitantes. Personas. ,2024,12764.0
,,Monòver/Monóvar. Hombres. Total habitantes. Personas. ,2024,6364.0
,,Monòver/Monóvar. Mujeres. Total habitantes. Personas. ,2024,6400.0
,,Monreal de Ariza. Total. Total habitantes. Personas. ,2024,173.0
,,Monreal de Ariza. Hombres. Total habitantes. Personas. ,2024,105.0
,,Monreal de Ariza. Mujeres. Total habitantes. Personas. ,2024,68.0
,,Monreal del Campo. Total. Total habitantes. Personas. ,2024,2541.0
,,Monreal del Campo. Hombres. Total habitantes. Personas. ,2024,1244.0
,,Monreal del Campo. Mujeres. Total habitantes. Personas. ,2024,1297.0
,,Monreal del Llano. Total. Total habitantes. Personas. ,2024,45.0
,,Monreal del Llano. Hombres. Total habitantes. Personas. ,2024,27.0
,,Monreal del Llano. Mujeres. Total habitantes. Personas. ,2024,18.0
,,Monreal/Elo. Total. Total habitantes. Personas. ,2024,512.0
,,Monreal/Elo. Hombres. Total habitantes. Personas. ,2024,276.0
,,Monreal/Elo. Mujeres. Total habitantes. Personas. ,2024,236.0
,,Monroy. Total. Total habitantes. Personas. ,2024,884.0
,,Monroy. Hombres. Total habitantes. Personas. ,2024,460.0
,,Monroy. Mujeres. Total habitantes. Personas. ,2024,424.0
,,Monroyo. Total. Total habitantes. Personas. ,2024,308.0
,,Monroyo. Hombres. Total habitantes. Personas. ,2024,170.0
,,Monroyo. Mujeres. Total habitantes. Personas. ,2024,138.0
,,Monsagro. Total. Total habitantes. Personas. ,2024,127.0
,,Monsagro. Hombres. Total habitantes. Personas. ,2024,72.0
,,Monsagro. Mujeres. Total habitantes. Personas. ,2024,55.0
,,Monsalupe. Total. Total habitantes. Personas. ,2024,59.0
,,Monsalupe. Hombres. Total habitantes. Personas. ,2024,32.0
,,Monsalupe. Mujeres. Total habitantes. Personas. ,2024,27.0
,,Montagut i Oix. Total. Total habitantes. Personas. ,2024,1000.0
,,Montagut i Oix. Hombres. Total habitantes. Personas. ,2024,518.0
,,Montagut i Oix. Mujeres. Total habitantes. Personas. ,2024,482.0
,,Montalbán. Total. Total habitantes. Personas. ,2024,1165.0
,,Montalbán. Hombres. Total habitantes. Personas. ,2024,595.0
,,Montalbán. Mujeres. Total habitantes. Personas. ,2024,570.0
,,Montalbán de Córdoba. Total. Total habitantes. Personas. ,2024,4435.0
,,Montalbán de Córdoba. Hombres. Total habitantes. Personas. ,2024,2179.0
,,Montalbán de Córdoba. Mujeres. Total habitantes. Personas. ,2024,2256.0
,,Montalbanejo. Total. Total habitantes. Personas. ,2024,84.0
,,Montalbanejo. Hombres. Total habitantes. Personas. ,2024,41.0
,,Montalbanejo. Mujeres. Total habitantes. Personas. ,2024,43.0
,,Montalbo. Total. Total habitantes. Personas. ,2024,705.0
,,Montalbo. Hombres. Total habitantes. Personas. ,2024,357.0
,,Montalbo. Mujeres. Total habitantes. Personas. ,2024,348.0
,,Montalvos. Total. Total habitantes. Personas. ,2024,81.0
,,Montalvos. Hombres. Total habitantes. Personas. ,2024,48.0
,,Montalvos. Mujeres. Total habitantes. Personas. ,2024,33.0
,,Montamarta. Total. Total habitantes. Personas. ,2024,543.0
,,Montamarta. Hombres. Total habitantes. Personas. ,2024,295.0
,,Montamarta. Mujeres. Total habitantes. Personas. ,2024,248.0
,,Montán. Total. Total habitantes. Personas. ,2024,421.0
,,Montán. Hombres. Total habitantes. Personas. ,2024,217.0
,,Montán. Mujeres. Total habitantes. Personas. ,2024,204.0
,,Montánchez. Total. Total habitantes. Personas. ,2024,1608.0
,,Montánchez. Hombres. Total habitantes. Personas. ,2024,811.0
,,Montánchez. Mujeres. Total habitantes. Personas. ,2024,797.0
,,Montanejos. Total. Total habitantes. Personas. ,2024,643.0
,,Montanejos. Hombres. Total habitantes. Personas. ,2024,332.0
,,Montanejos. Mujeres. Total habitantes. Personas. ,2024,311.0
,,Montanuy. Total. Total habitantes. Personas. ,2024,227.0
,,Montanuy. Hombres. Total habitantes. Personas. ,2024,132.0
,,Montanuy. Mujeres. Total habitantes. Personas. ,2024,95.0
,,Montarrón. Total. Total habitantes. Personas. ,2024,32.0
,,Montarrón. Hombres. Total habitantes. Personas. ,2024,20.0
,,Montarrón. Mujeres. Total habitantes. Personas. ,2024,12.0
,,Montaverner. Total. Total habitantes. Personas. ,2024,1626.0
,,Montaverner. Hombres. Total habitantes. Personas. ,2024,807.0
,,Montaverner. Mujeres. Total habitantes. Personas. ,2024,819.0
,,Montblanc. Total. Total habitantes. Personas. ,2024,7550.0
,,Montblanc. Hombres. Total habitantes. Personas. ,2024,3863.0
,,Montblanc. Mujeres. Total habitantes. Personas. ,2024,3687.0
,,Montbrió del Camp. Total. Total habitantes. Personas. ,2024,3128.0
,,Montbrió del Camp. Hombres. Total habitantes. Personas. ,2024,1611.0
,,Montbrió del Camp. Mujeres. Total habitantes. Personas. ,2024,1517.0
,,Montcada i Reixac. Total. Total habitantes. Personas. ,2024,37153.0
,,Montcada i Reixac. Hombres. Total habitantes. Personas. ,2024,18252.0
,,Montcada i Reixac. Mujeres. Total habitantes. Personas. ,2024,18901.0
,,Montclar. Total. Total habitantes. Personas. ,2024,132.0
,,Montclar. Hombres. Total habitantes. Personas. ,2024,67.0
,,Montclar. Mujeres. Total habitantes. Personas. ,2024,65.0
,,Monteagudo. Total. Total habitantes. Personas. ,2024,1085.0
,,Monteagudo. Hombres. Total habitantes. Personas. ,2024,563.0
,,Monteagudo. Mujeres. Total habitantes. Personas. ,2024,522.0
,,Monteagudo de las Salinas. Total. Total habitantes. Personas. ,2024,124.0
,,Monteagudo de las Salinas. Hombres. Total habitantes. Personas. ,2024,78.0
,,Monteagudo de las Salinas. Mujeres. Total habitantes. Personas. ,2024,46.0
,,Monteagudo de las Vicarías. Total. Total habitantes. Personas. ,2024,177.0
,,Monteagudo de las Vicarías. Hombres. Total habitantes. Personas. ,2024,92.0
,,Monteagudo de las Vicarías. Mujeres. Total habitantes. Personas. ,2024,85.0
,,Monteagudo del Castillo. Total. Total habitantes. Personas. ,2024,43.0
,,Monteagudo del Castillo. Hombres. Total habitantes. Personas. ,2024,25.0
,,Monteagudo del Castillo. Mujeres. Total habitantes. Personas. ,2024,18.0
,,Montealegre de Campos. Total. Total habitantes. Personas. ,2024,105.0
,,Montealegre de Campos. Hombres. Total habitantes. Personas. ,2024,63.0
,,Montealegre de Campos. Mujeres. Total habitantes. Personas. ,2024,42.0
,,Montealegre del Castillo. Total. Total habitantes. Personas. ,2024,2038.0
,,Montealegre del Castillo. Hombres. Total habitantes. Personas. ,2024,1059.0
,,Montealegre del Castillo. Mujeres. Total habitantes. Personas. ,2024,979.0
,,Montearagón. Total. Total habitantes. Personas. ,2024,588.0
,,Montearagón. Hombres. Total habitantes. Personas. ,2024,310.0
,,Montearagón. Mujeres. Total habitantes. Personas. ,2024,278.0
,,Montecorto. Total. Total habitantes. Personas. ,2024,589.0
,,Montecorto. Hombres. Total habitantes. Personas. ,2024,317.0
,,Montecorto. Mujeres. Total habitantes. Personas. ,2024,272.0
,,Montederramo. Total. Total habitantes. Personas. ,2024,670.0
,,Montederramo. Hombres. Total habitantes. Personas. ,2024,360.0
,,Montederramo. Mujeres. Total habitantes. Personas. ,2024,310.0
,,Montefrío. Total. Total habitantes. Personas. ,2024,5305.0
,,Montefrío. Hombres. Total habitantes. Personas. ,2024,2773.0
,,Montefrío. Mujeres. Total habitantes. Personas. ,2024,2532.0
,,Montehermoso. Total. Total habitantes. Personas. ,2024,5586.0
,,Montehermoso. Hombres. Total habitantes. Personas. ,2024,2843.0
,,Montehermoso. Mujeres. Total habitantes. Personas. ,2024,2743.0
,,Montejaque. Total. Total habitantes. Personas. ,2024,952.0
,,Montejaque. Hombres. Total habitantes. Personas. ,2024,469.0
,,Montejaque. Mujeres. Total habitantes. Personas. ,2024,483.0
,,Montejícar. Total. Total habitantes. Personas. ,2024,2020.0
,,Montejícar. Hombres. Total habitantes. Personas. ,2024,1036.0
,,Montejícar. Mujeres. Total habitantes. Personas. ,2024,984.0
,,Montejo. Total. Total habitantes. Personas. ,2024,198.0
,,Montejo. Hombres. Total habitantes. Personas. ,2024,109.0
,,Montejo. Mujeres. Total habitantes. Personas. ,2024,89.0
,,Montejo de Arévalo. Total. Total habitantes. Personas. ,2024,161.0
,,Montejo de Arévalo. Hombres. Total habitantes. Personas. ,2024,90.0
,,Montejo de Arévalo. Mujeres. Total habitantes. Personas. ,2024,71.0
,,Montejo de la Sierra. Total. Total habitantes. Personas. ,2024,374.0
,,Montejo de la Sierra. Hombres. Total habitantes. Personas. ,2024,197.0
,,Montejo de la Sierra. Mujeres. Total habitantes. Personas. ,2024,177.0
,,Montejo de la Vega de la Serrezuela. Total. Total habitantes. Personas. ,2024,124.0
,,Montejo de la Vega de la Serrezuela. Hombres. Total habitantes. Personas. ,2024,76.0
,,Montejo de la Vega de la Serrezuela. Mujeres. Total habitantes. Personas. ,2024,48.0
,,Montejo de Tiermes. Total. Total habitantes. Personas. ,2024,140.0
,,Montejo de Tiermes. Hombres. Total habitantes. Personas. ,2024,88.0
,,Montejo de Tiermes. Mujeres. Total habitantes. Personas. ,2024,52.0
,,Montellà i Martinet. Total. Total habitantes. Personas. ,2024,620.0
,,Montellà i Martinet. Hombres. Total habitantes. Personas. ,2024,327.0
,,Montellà i Martinet. Mujeres. Total habitantes. Personas. ,2024,293.0
,,Montellano. Total. Total habitantes. Personas. ,2024,7031.0
,,Montellano. Hombres. Total habitantes. Personas. ,2024,3509.0
,,Montellano. Mujeres. Total habitantes. Personas. ,2024,3522.0
,,Montemayor. Total. Total habitantes. Personas. ,2024,3885.0
,,Montemayor. Hombres. Total habitantes. Personas. ,2024,1965.0
,,Montemayor. Mujeres. Total habitantes. Personas. ,2024,1920.0
,,Montemayor de Pililla. Total. Total habitantes. Personas. ,2024,860.0
,,Montemayor de Pililla. Hombres. Total habitantes. Personas. ,2024,464.0
,,Montemayor de Pililla. Mujeres. Total habitantes. Personas. ,2024,396.0
,,Montemayor del Río. Total. Total habitantes. Personas. ,2024,262.0
,,Montemayor del Río. Hombres. Total habitantes. Personas. ,2024,148.0
,,Montemayor del Río. Mujeres. Total habitantes. Personas. ,2024,114.0
,,Montemolín. Total. Total habitantes. Personas. ,2024,1267.0
,,Montemolín. Hombres. Total habitantes. Personas. ,2024,615.0
,,Montemolín. Mujeres. Total habitantes. Personas. ,2024,652.0
,,Montenegro de Cameros. Total. Total habitantes. Personas. ,2024,45.0
,,Montenegro de Cameros. Hombres. Total habitantes. Personas. ,2024,30.0
,,Montenegro de Cameros. Mujeres. Total habitantes. Personas. ,2024,15.0
,,Monterde. Total. Total habitantes. Personas. ,2024,152.0
,,Monterde. Hombres. Total habitantes. Personas. ,2024,95.0
,,Monterde. Mujeres. Total habitantes. Personas. ,2024,57.0
,,Monterde de Albarracín. Total. Total habitantes. Personas. ,2024,58.0
,,Monterde de Albarracín. Hombres. Total habitantes. Personas. ,2024,34.0
,,Monterde de Albarracín. Mujeres. Total habitantes. Personas. ,2024,24.0
,,Monterrei. Total. Total habitantes. Personas. ,2024,2397.0
,,Monterrei. Hombres. Total habitantes. Personas. ,2024,1215.0
,,Monterrei. Mujeres. Total habitantes. Personas. ,2024,1182.0
,,Monterroso. Total. Total habitantes. Personas. ,2024,3632.0
,,Monterroso. Hombres. Total habitantes. Personas. ,2024,1798.0
,,Monterroso. Mujeres. Total habitantes. Personas. ,2024,1834.0
,,Monterrubio. Total. Total habitantes. Personas. ,2024,56.0
,,Monterrubio. Hombres. Total habitantes. Personas. ,2024,30.0
,,Monterrubio. Mujeres. Total habitantes. Personas. ,2024,26.0
,,Monterrubio de Armuña. Total. Total habitantes. Personas. ,2024,1331.0
,,Monterrubio de Armuña. Hombres. Total habitantes. Personas. ,2024,689.0
,,Monterrubio de Armuña. Mujeres. Total habitantes. Personas. ,2024,642.0
,,Monterrubio de la Demanda. Total. Total habitantes. Personas. ,2024,56.0
,,Monterrubio de la Demanda. Hombres. Total habitantes. Personas. ,2024,33.0
,,Monterrubio de la Demanda. Mujeres. Total habitantes. Personas. ,2024,23.0
,,Monterrubio de la Serena. Total. Total habitantes. Personas. ,2024,2199.0
,,Monterrubio de la Serena. Hombres. Total habitantes. Personas. ,2024,1081.0
,,Monterrubio de la Serena. Mujeres. Total habitantes. Personas. ,2024,1118.0
,,Monterrubio de la Sierra. Total. Total habitantes. Personas. ,2024,148.0
,,Monterrubio de la Sierra. Hombres. Total habitantes. Personas. ,2024,87.0
,,Monterrubio de la Sierra. Mujeres. Total habitantes. Personas. ,2024,61.0
,,Montesa. Total. Total habitantes. Personas. ,2024,1134.0
,,Montesa. Hombres. Total habitantes. Personas. ,2024,571.0
,,Montesa. Mujeres. Total habitantes. Personas. ,2024,563.0
,,Montesclaros. Total. Total habitantes. Personas. ,2024,365.0
,,Montesclaros. Hombres. Total habitantes. Personas. ,2024,191.0
,,Montesclaros. Mujeres. Total habitantes. Personas. ,2024,174.0
,,"Montesinos, Los. Total. Total habitantes. Personas. ",2024,5682.0
,,"Montesinos, Los. Hombres. Total habitantes. Personas. ",2024,2873.0
,,"Montesinos, Los. Mujeres. Total habitantes. Personas. ",2024,2809.0
,,Montesquiu. Total. Total habitantes. Personas. ,2024,1099.0
,,Montesquiu. Hombres. Total habitantes. Personas. ,2024,548.0
,,Montesquiu. Mujeres. Total habitantes. Personas. ,2024,551.0
,,Montferrer i Castellbò. Total. Total habitantes. Personas. ,2024,1164.0
,,Montferrer i Castellbò. Hombres. Total habitantes. Personas. ,2024,620.0
,,Montferrer i Castellbò. Mujeres. Total habitantes. Personas. ,2024,544.0
,,Montferri. Total. Total habitantes. Personas. ,2024,473.0
,,Montferri. Hombres. Total habitantes. Personas. ,2024,251.0
,,Montferri. Mujeres. Total habitantes. Personas. ,2024,222.0
,,Montgai. Total. Total habitantes. Personas. ,2024,637.0
,,Montgai. Hombres. Total habitantes. Personas. ,2024,327.0
,,Montgai. Mujeres. Total habitantes. Personas. ,2024,310.0
,,Montgat. Total. Total habitantes. Personas. ,2024,12625.0
,,Montgat. Hombres. Total habitantes. Personas. ,2024,6221.0
,,Montgat. Mujeres. Total habitantes. Personas. ,2024,6404.0
,,Montiel. Total. Total habitantes. Personas. ,2024,1197.0
